Time (s),CO (ppm),Humidity (%r.h.),Temperature (C),Flow rate (mL/min),Heater voltage (V),R1 (MOhm),R2 (MOhm),R3 (MOhm),R4 (MOhm),R5 (MOhm),R6 (MOhm),R7 (MOhm),R8 (MOhm),R9 (MOhm),R10 (MOhm),R11 (MOhm),R12 (MOhm),R13 (MOhm),R14 (MOhm)
168.0250,0.0000,54.3300,26.5800,240.0453,0.2000,3.1289,2.0771,8.1513,20.5852,37.7433,30.6315,37.3660,49.1397,35.8154,49.2128,51.1056,46.5671,40.3953,57.0291
168.3360,0.0000,54.3300,26.5800,240.0479,0.2000,2.5883,1.7802,6.7047,20.0563,36.0127,33.1642,36.7219,46.5435,35.5041,50.6801,50.2454,43.7442,40.3953,59.8429
168.6430,0.0000,54.3300,26.5800,240.0504,0.2000,2.1740,1.5592,5.5811,20.1704,30.4617,31.5981,35.7953,44.7437,34.8971,48.1171,55.3634,43.0705,39.4433,56.6871
168.9530,0.0000,54.3300,26.5800,240.0529,0.2000,1.8618,1.3913,4.6324,19.0824,35.1252,30.2941,35.4965,47.0913,34.4416,50.3585,49.9301,43.9463,40.0160,57.7960
169.2600,0.0000,54.3300,26.5800,240.0320,0.1998,1.6212,1.2616,3.9202,18.8782,35.2569,28.6536,34.3482,43.5025,34.1531,48.1171,50.5111,43.5041,38.9187,56.6871
169.5700,0.0000,54.3300,26.5800,239.8621,0.2000,1.4317,1.1573,3.3578,18.6332,34.9684,28.0483,32.3678,43.2879,34.0235,48.6589,53.9904,43.3060,38.2192,55.2289
169.8780,0.0000,54.3300,26.5800,239.6933,0.1991,1.2803,1.0741,2.9129,18.2899,32.8155,25.2849,31.4054,42.5736,33.8692,48.6589,38.7270,42.0413,38.0327,54.8439
170.1880,0.0000,54.3300,26.5800,239.5234,0.2003,1.1584,1.0046,2.5490,17.4705,33.3292,23.9718,29.9644,39.8241,33.4643,47.8748,49.9301,43.3060,38.3760,56.2820
170.4970,0.0000,54.3300,26.5800,239.5977,0.2000,1.0590,0.9466,2.2659,16.4035,32.3170,22.0154,28.3469,42.1236,32.9228,47.3498,52.9744,41.6357,37.3636,54.8439
170.8070,0.0000,54.3300,26.5800,239.6984,0.2000,0.9779,0.8982,2.0329,16.4035,30.8038,20.5691,26.9690,42.5736,33.0444,47.3498,48.5579,42.2283,38.0327,55.5538
171.1160,0.0000,54.3300,26.5800,239.7989,0.2000,0.9098,0.8567,1.8434,16.2918,29.1090,18.9586,25.5711,41.0575,32.3981,46.3331,52.0519,42.2283,36.4020,53.4763
171.4250,0.0000,54.3300,26.5800,239.8132,0.2000,0.8533,0.8217,1.6865,15.3542,27.2286,16.9837,24.2289,42.8230,32.1417,46.3331,48.2630,40.4633,37.8786,55.5538
171.7330,0.0000,54.3300,26.5800,239.7851,0.1992,0.8055,0.7909,1.5584,14.8266,25.6405,15.7198,22.5695,40.0063,31.5067,46.5604,47.7312,41.2376,36.5733,54.5271
172.0420,0.0000,54.3300,26.5800,239.7570,0.2000,0.7624,0.7642,1.4493,14.1814,24.0186,14.3428,21.0067,40.4129,31.3959,44.1742,48.2630,40.8469,36.8913,54.1517
172.3510,0.0000,54.3300,26.5800,239.7822,0.2000,0.7259,0.7402,1.3552,13.6713,23.1439,13.1294,19.2745,40.6381,32.0036,47.3498,50.2454,39.8842,35.7873,52.5231
172.6600,0.0000,54.3300,26.5800,239.8780,0.2000,0.6951,0.7188,1.2748,12.8941,21.1935,11.9758,18.3164,40.8277,31.2639,43.7254,47.7312,40.6368,36.5733,52.8174
172.9690,0.0000,54.3300,26.5800,239.9738,0.2000,0.6665,0.7001,1.2063,12.3052,19.6199,10.9789,16.7882,37.3695,30.9171,45.3583,46.7015,40.2571,35.9529,52.5231
173.2780,0.0000,54.3300,26.5800,240.0354,0.2000,0.6421,0.6831,1.1473,11.8937,18.2621,10.0702,15.5725,39.6076,31.6407,44.6321,47.7312,39.5180,35.7873,52.8174
173.5850,0.0000,54.3300,26.5800,239.9556,0.2000,0.6196,0.6680,1.0933,11.1570,17.2111,9.2747,14.1980,29.5241,31.2639,45.0994,49.3620,38.9970,35.0600,51.2656
173.8940,0.0000,54.3300,26.5800,239.8752,0.2004,0.5999,0.6538,1.0467,10.5866,15.4848,8.4828,13.2606,42.3679,30.2248,43.9691,46.4735,38.8050,35.4875,52.5231
174.2030,0.0000,54.3300,26.5800,239.7949,0.2000,0.5816,0.6412,1.0051,10.0679,14.6842,7.8410,12.0601,39.8241,31.2639,44.4228,48.8064,38.3020,34.6166,50.6587
174.5120,0.0000,54.3300,26.5800,240.0009,0.2000,0.5655,0.6298,0.9686,9.4697,13.2958,7.2338,11.1258,38.6611,31.0246,45.0994,47.2109,38.6464,34.0587,50.0658
174.8210,0.0000,54.3300,26.5800,240.2215,0.2000,0.1863,0.2413,0.1889,0.4837,0.3964,0.3091,0.2668,3.3184,0.8229,0.9772,0.3138,0.2333,0.1920,0.1684
175.1300,0.0000,54.3300,26.5800,240.4422,0.8641,0.0627,0.1553,0.1122,0.1225,0.1278,0.1473,0.1264,0.1335,0.1116,0.1423,0.1250,0.1265,0.1130,0.1155
175.4390,0.0000,54.3300,26.5800,240.4385,0.8886,0.0679,0.1476,0.1075,0.1061,0.1129,0.1339,0.1193,0.1107,0.1017,0.1234,0.1157,0.1182,0.1076,0.1108
175.7480,0.0000,54.3300,26.5800,240.3455,0.8955,0.0734,0.1429,0.1082,0.1026,0.1114,0.1290,0.1197,0.1078,0.1001,0.1209,0.1138,0.1163,0.1070,0.1099
176.0570,0.0000,54.3300,26.5800,240.2525,0.8970,0.0776,0.1409,0.1106,0.1021,0.1127,0.1273,0.1213,0.1075,0.0998,0.1205,0.1128,0.1159,0.1070,0.1098
176.3650,0.0000,54.3300,26.5800,240.1843,0.8990,0.0807,0.1402,0.1136,0.1027,0.1146,0.1268,0.1234,0.1073,0.0998,0.1204,0.1124,0.1155,0.1071,0.1096
176.6750,0.0000,54.3300,26.5800,240.1428,0.8990,0.0831,0.1407,0.1164,0.1037,0.1165,0.1270,0.1253,0.1075,0.0996,0.1204,0.1121,0.1153,0.1074,0.1094
176.9850,0.0000,54.3300,26.5800,240.1012,0.8990,0.0851,0.1417,0.1191,0.1046,0.1184,0.1278,0.1271,0.1076,0.0996,0.1205,0.1117,0.1149,0.1072,0.1095
177.2930,0.0000,54.2917,26.5800,240.0590,0.8990,0.0863,0.1429,0.1216,0.1058,0.1201,0.1285,0.1289,0.1076,0.0995,0.1205,0.1115,0.1149,0.1075,0.1094
177.6010,0.0000,54.1347,26.5800,240.0141,0.8990,0.0878,0.1442,0.1237,0.1067,0.1218,0.1292,0.1302,0.1077,0.0994,0.1205,0.1113,0.1147,0.1074,0.1092
177.9110,0.0000,53.9766,26.5800,239.9688,0.9000,0.0891,0.1453,0.1253,0.1077,0.1233,0.1300,0.1316,0.1078,0.0995,0.1204,0.1109,0.1145,0.1075,0.1092
178.2200,0.0000,53.8200,26.5800,239.9247,0.8991,0.0901,0.1465,0.1270,0.1085,0.1244,0.1306,0.1328,0.1080,0.0994,0.1204,0.1108,0.1145,0.1075,0.1092
178.5310,0.0000,53.8200,26.5800,240.0382,0.9000,0.0912,0.1473,0.1284,0.1091,0.1257,0.1312,0.1340,0.1081,0.0994,0.1204,0.1107,0.1144,0.1075,0.1091
178.8410,0.0000,53.8200,26.5800,240.1514,0.8990,0.0921,0.1484,0.1298,0.1099,0.1268,0.1317,0.1348,0.1080,0.0992,0.1204,0.1105,0.1143,0.1075,0.1091
179.1490,0.0000,53.8200,26.5800,240.2638,0.8990,0.0930,0.1491,0.1307,0.1104,0.1278,0.1323,0.1355,0.1080,0.0992,0.1202,0.1104,0.1144,0.1075,0.1090
179.4570,0.0000,53.8200,26.5800,240.2422,0.8990,0.0939,0.1499,0.1317,0.1110,0.1286,0.1328,0.1362,0.1081,0.0992,0.1201,0.1101,0.1143,0.1076,0.1091
179.7660,0.0000,53.8200,26.5800,240.1816,0.8998,0.0944,0.0811,0.1365,0.1089,0.1730,0.1997,0.2979,0.0447,0.0500,0.0806,0.1317,0.2781,0.5045,0.5627
180.0740,0.0000,53.8200,26.5800,240.1212,0.2170,0.3915,1.1068,1.9997,1.4657,2.1271,2.4405,3.3054,3.2441,3.2608,4.2676,7.5511,10.2913,12.3783,15.7228
180.3830,0.0000,53.8200,26.5800,240.0595,0.2108,3.2311,7.8763,14.2267,9.1743,13.5254,14.9448,18.5223,30.4421,20.8833,34.5448,40.5551,42.8763,38.7254,49.7481
180.6900,0.0000,53.8200,26.5800,239.9972,0.2063,13.9365,28.3845,44.6321,20.8932,39.3142,44.7193,49.4202,61.5850,33.0444,61.9071,57.5565,64.0377,51.2453,65.2822
180.9980,0.0000,53.8200,26.5800,239.9347,0.2035,33.2779,54.4606,72.6707,28.4002,63.9733,71.6582,69.6844,59.2824,37.9601,66.0832,68.3506,67.4369,53.5010,65.2822
181.3070,0.0000,53.8200,26.5800,239.8977,0.2020,52.8418,69.6423,80.6932,29.6865,72.4181,81.5165,79.0768,65.5821,39.0446,69.2228,62.0947,66.9695,53.8044,68.3837
181.6170,0.0000,53.8200,26.5800,239.9247,0.2019,59.6617,75.0345,79.2369,30.4307,72.4181,76.9817,80.5302,58.4235,40.0132,64.6599,68.9366,62.6239,53.1414,67.3181
181.9250,0.0000,53.8200,26.5800,239.9515,0.2010,62.6869,73.1111,76.4748,30.2927,70.6198,79.9474,73.7472,54.8097,40.1911,66.6330,67.3014,62.6239,51.2453,64.8363
182.2350,0.0000,53.8287,26.5800,239.9809,0.2010,61.4100,70.2486,70.3356,28.8515,63.0524,66.4281,68.5895,58.4235,40.0132,61.0401,60.3791,56.1889,52.8453,66.8445
182.5420,0.0000,53.9852,26.5800,240.0505,0.2000,53.7895,63.5954,67.6646,28.0806,63.0524,63.3704,63.0846,53.3555,40.8079,66.6330,65.8307,54.4059,50.6424,64.3090
182.8520,0.0000,54.1433,26.5800,240.1209,0.2010,49.5111,58.8598,60.1967,26.8327,56.8640,58.4678,60.0750,59.2824,40.0132,60.5772,59.1160,53.7355,51.2453,65.2822
183.1620,0.0000,54.3014,26.5800,240.1913,0.2000,43.1138,54.4606,58.1498,26.0590,54.3512,54.1947,54.0231,51.9752,42.0594,64.6599,63.4039,50.6129,49.2201,64.8363
183.4710,0.0000,54.3300,26.5800,240.1332,0.2000,39.7569,52.2091,52.5235,25.0551,47.5412,49.6055,51.1767,56.7773,40.5881,59.3023,59.9272,49.7703,48.1178,63.3641
183.7800,0.0000,54.3300,26.5800,240.0466,0.2000,35.9202,45.3727,48.4112,24.0501,47.7793,48.4314,49.1134,51.9752,40.4067,60.1967,58.3260,50.0306,48.9146,64.8363
184.0890,0.0000,54.3300,26.5800,239.9601,0.2000,32.6299,41.2790,46.5604,24.1383,45.2816,48.1206,47.4909,54.4724,40.0132,58.9374,62.0947,50.0306,47.8255,62.9436
184.3990,0.0000,54.3300,26.5800,239.8697,0.2000,30.2070,36.7027,43.9691,23.0525,43.2625,43.9737,47.4909,54.8097,40.4067,58.5052,56.4058,47.5890,48.6628,66.8445
184.7070,0.0000,54.3300,26.5800,239.7773,0.2000,28.1951,31.4259,42.4311,22.9719,42.4121,43.5042,45.2667,51.9752,39.8017,58.5052,60.7607,48.6557,47.0629,63.8761
185.0150,0.0000,54.3300,26.5800,239.6849,0.2000,24.4251,26.0105,39.5174,22.6156,42.6025,42.8384,44.3331,52.6564,39.8017,56.2354,56.0760,47.5890,46.5522,64.3090
185.3240,0.0000,54.3300,26.5800,239.6533,0.2000,20.8557,20.7033,37.1162,22.7595,42.6025,42.8384,42.5746,50.0315,39.6271,58.1498,59.9272,46.7956,44.3616,62.4461
185.6330,0.0000,54.3300,26.5800,239.7385,0.2000,17.6977,15.7943,32.4334,22.3967,40.0465,40.4733,43.4365,53.3555,39.6271,54.5033,53.6275,48.1165,45.3001,63.8761
185.9410,0.0000,54.3300,26.5800,239.8235,0.2000,14.4698,11.8028,28.7934,21.9832,41.3760,40.8807,40.9475,52.3446,39.6271,57.3826,57.9038,45.8065,43.7026,62.0375
186.2500,0.0000,54.3300,26.5800,239.9073,0.2000,11.6244,8.6105,24.4207,21.9218,39.1190,39.1250,40.9475,53.7445,38.5113,52.8143,53.3287,45.3272,44.1536,63.8761
186.5580,0.0000,54.3300,26.5800,239.9779,0.1997,9.1610,6.3502,20.5786,21.9218,39.6770,39.8947,40.9475,47.9632,38.8764,53.8273,58.6825,47.8274,42.8272,59.8429
186.8680,0.0000,54.3300,26.5800,240.0489,0.2009,7.2833,4.7572,17.2892,21.4542,38.9578,38.9201,41.1262,54.0730,37.2693,52.5235,53.3287,46.5671,42.8272,61.1567
187.1770,0.0000,54.3300,26.5800,240.1196,0.2000,5.7129,3.6617,14.3827,21.4542,39.8441,38.1863,39.2400,46.5435,38.6764,55.5168,56.4058,44.3973,41.5766,59.8429
187.4870,0.0000,54.3300,26.5800,240.0311,0.2000,4.5527,2.9035,11.6958,21.0167,37.4140,36.4650,39.8047,50.0315,36.4543,51.5578,52.3368,45.8065,42.4022,61.5540
187.7940,0.0000,54.3300,26.5800,239.9193,0.2006,3.6569,2.3810,9.5307,21.1416,37.5930,35.6742,38.8829,47.9632,36.6026,50.6801,56.0760,44.3973,41.5766,60.3002
188.1030,0.0000,54.3300,26.5800,239.8069,0.2000,2.9928,1.9998,7.8730,20.7712,37.9253,34.7520,37.1882,45.7687,35.8154,54.5033,54.9822,43.7442,40.0160,58.2230
188.4130,0.0000,54.3300,26.5800,239.7662,0.2000,2.4848,1.7235,6.4135,20.1704,36.9449,33.5923,37.1882,50.3742,35.5041,49.2128,51.1056,45.1125,40.5701,59.4670
188.7220,0.0000,54.3300,26.5800,239.7680,0.2000,2.0951,1.5174,5.3537,20.0048,36.9449,32.1039,35.9328,44.2479,35.0332,50.9512,54.9822,44.1912,39.2779,57.0291
189.0320,0.0000,54.3300,26.5800,239.7699,0.2000,1.8016,1.3597,4.4555,19.2909,36.1510,30.6315,35.3355,49.4150,34.7350,48.1171,51.1056,43.7442,39.6436,59.0220
189.3410,0.0000,54.3300,26.5800,239.8161,0.2006,1.5715,1.2354,3.8000,19.1388,36.1510,28.9754,33.5333,43.0331,34.4416,50.3585,54.6684,43.3060,38.9187,56.6871
189.6510,0.0000,54.3300,26.5800,239.9299,0.2000,1.3933,1.1366,3.2393,18.3855,33.7370,26.6461,32.5035,44.9727,34.1531,47.3498,49.9301,42.2283,38.7254,59.0220
189.9580,0.0000,54.3300,26.5800,240.0426,0.2000,1.2504,1.0572,2.8297,18.1526,34.4049,25.6880,30.7193,40.8277,33.7416,49.2128,53.9904,42.4548,38.2192,55.9487
190.2680,0.0000,54.3300,26.5800,240.1471,0.2009,1.1346,0.9914,2.4820,17.6464,32.9541,23.7612,30.2778,46.0081,33.5898,47.0683,49.3620,43.0705,33.3976,55.2289
190.5790,0.0000,54.3300,26.5800,240.2033,0.2000,1.0411,0.9366,2.2091,16.9247,31.1327,21.7152,28.2428,41.4854,34.0235,48.6589,50.2454,41.4176,37.5438,54.8439
190.8880,0.0000,54.3300,26.5800,240.2593,0.2000,0.9625,0.8891,1.9898,16.6385,30.3625,20.1425,26.5482,46.2986,33.0444,46.5604,49.1079,42.2283,38.2192,55.9487
191.1970,0.0000,54.3300,26.5800,240.3152,0.2005,0.8982,0.8488,1.8080,15.9519,28.9097,18.6339,25.2607,40.6381,32.7781,48.1171,48.5579,42.0413,37.8786,55.9487
191.5060,0.0000,54.3300,26.5800,240.2986,0.2010,0.8420,0.8144,1.6582,15.6637,27.6681,17.1781,23.8112,41.4854,32.0036,46.3331,52.3368,40.0868,36.8913,54.1517
191.8160,0.0000,54.3300,26.5800,240.2765,0.2000,0.7958,0.7845,1.5320,14.7630,25.4844,15.4973,22.0208,42.5736,32.6584,47.0683,48.5579,40.2571,37.8786,55.5538
192.1240,0.0000,54.3300,26.5800,240.2547,0.2000,0.7549,0.7587,1.4302,14.4198,24.4410,13.3180,20.7933,41.0575,31.8893,47.8748,51.4357,40.2571,36.2605,53.4763
192.4330,0.0000,54.3300,26.5800,240.1682,0.2000,0.7201,0.7352,1.3381,13.5382,22.5829,12.9911,19.1835,41.9221,31.7533,45.5763,49.1079,39.8842,36.2605,52.8174
192.7420,0.0000,54.3300,26.5800,240.0536,0.2000,0.6888,0.7149,1.2607,12.8941,20.9777,11.9367,18.0266,41.2509,31.3959,45.5763,47.7312,40.6368,36.4020,53.8426
193.0510,0.0000,54.3300,26.5800,239.9390,0.2000,0.6613,0.6970,1.1950,12.5126,20.0030,10.9305,16.6109,39.6076,31.3959,45.8407,51.4357,39.5180,35.7873,52.1742
193.3610,0.0000,54.3300,26.5800,239.8859,0.2000,0.6374,0.6794,1.1347,11.7049,18.1361,9.9981,15.4513,43.0331,30.7889,44.8858,40.5551,40.0868,35.7873,53.4763
193.6710,0.0000,54.3300,26.5800,239.9051,0.2000,0.6155,0.6649,1.0833,11.2911,17.1778,9.2148,14.1747,39.6076,30.9171,43.2855,51.4357,39.3537,35.1925,52.5231
193.9800,0.0000,54.3300,26.5800,239.9242,0.1999,0.5960,0.6510,1.0379,10.4043,15.6392,8.4526,12.9945,42.1236,30.3278,44.6321,46.2028,38.6464,34.6166,53.8426
194.2880,0.0000,54.3300,26.5800,239.9439,0.2000,0.5786,0.6386,0.9976,10.1616,14.4408,7.7870,12.0601,39.8241,30.4522,42.8541,50.5111,38.9970,35.4875,51.8869
194.5970,0.0000,54.3300,26.5800,239.9655,0.2000,0.5623,0.6274,0.9538,9.4421,13.3412,7.1940,11.0139,38.8330,30.7889,45.5763,46.9780,38.6464,34.3355,50.6587
194.9060,0.0000,54.3300,26.5800,239.9872,0.1997,0.5479,0.6161,0.9285,8.9699,12.4239,6.6642,10.2469,40.8277,29.6606,42.8541,45.9796,38.8050,34.6166,51.5462
195.2150,0.0000,54.3300,26.5800,240.0088,0.2000,0.5346,0.6062,0.8995,8.4362,11.4966,6.1807,9.3902,38.0876,30.2248,33.1951,46.2028,38.6464,34.7718,50.9328
195.5240,0.0000,54.3300,26.5800,240.0570,0.2000,0.5226,0.5974,0.8729,7.9980,10.5695,5.7388,8.6850,38.6611,29.2315,42.2414,45.7144,38.4578,34.3355,50.9328
195.8320,0.0000,54.3300,26.5800,240.1054,0.2000,0.5109,0.5888,0.8486,7.5094,9.7566,5.3351,7.9451,36.6774,26.7107,43.9691,47.4933,37.1276,33.5181,49.7481
196.1420,0.0000,54.3300,26.5800,240.1541,0.2000,0.5004,0.5813,0.8262,7.1120,8.9520,4.9812,7.3934,40.8277,28.9268,41.8301,45.7144,37.1276,34.4882,50.9328
196.4500,0.0000,54.3300,26.5800,240.1430,0.2000,0.4906,0.5736,0.8063,6.7726,8.4046,4.6725,6.7842,37.0203,29.0214,41.6090,48.8064,36.9821,33.2540,49.1758
196.7590,0.0000,54.3300,26.5800,240.1124,0.2000,0.4821,0.5664,0.7872,6.3188,7.6736,4.3751,6.3111,39.0413,28.6098,42.4311,44.7674,37.7813,33.5181,50.6587
197.0670,0.0000,54.3300,26.5800,240.0819,0.2000,0.4732,0.5602,0.7705,6.0058,7.1495,4.1131,5.8183,37.7252,28.8142,42.0161,49.1079,36.1874,32.7377,48.3661
197.3770,0.0000,54.2489,26.5800,240.0511,0.2000,0.4659,0.5538,0.7538,5.5990,6.5512,3.8702,5.3878,38.4568,28.4082,42.4311,44.3081,36.0489,33.2540,50.0658
197.6850,0.0000,54.0918,26.5800,240.0203,0.2000,0.4586,0.5482,0.7384,5.3193,6.0787,3.6474,5.0327,36.6774,28.3175,40.4326,48.2630,36.3548,32.8770,49.1758
197.9930,0.0000,53.9347,26.5800,239.9895,0.2000,0.4516,0.5424,0.7248,5.0146,5.6664,3.4510,4.6616,35.6850,28.2094,42.0161,48.2630,35.8842,32.2368,47.5339
198.3020,0.0000,53.8200,26.5800,239.9674,0.2000,0.4452,0.5372,0.7116,4.7298,5.2263,3.2688,4.3717,40.4129,28.0132,40.6416,44.1024,36.6659,32.1250,48.3661
198.6120,0.0000,53.8200,26.5800,239.9690,0.2000,0.4388,0.5323,0.7001,4.4720,4.8745,3.1011,4.0611,35.3657,28.8142,42.6608,46.9780,35.4519,31.8817,47.0102
198.9210,0.0000,53.8200,26.5800,239.9705,0.2000,0.4336,0.5277,0.6877,4.2261,4.5203,2.9463,3.8179,40.6381,27.3555,40.0548,44.1024,35.8842,31.6420,48.0691
199.2310,0.0000,53.8200,26.5800,239.9686,0.2000,0.4280,0.5231,0.6762,4.0119,4.2178,2.8077,3.5667,34.7436,27.5428,40.4326,47.2109,35.1605,31.2783,46.7759
199.5400,0.0000,53.8200,26.5800,239.8880,0.2000,0.4228,0.5187,0.6661,3.7895,3.9069,2.6664,3.3575,40.2271,27.3555,39.6838,43.2189,34.8738,30.8195,46.2684
199.8490,0.0000,53.8200,26.5800,239.8073,0.2000,0.0874,0.1816,0.1383,0.2066,0.1847,0.1829,0.1461,1.3022,0.4198,0.5549,0.2364,0.1917,0.1622,0.1511
200.1570,0.0000,53.8200,26.5800,239.7269,0.8683,0.0619,0.1513,0.1056,0.1071,0.1090,0.1364,0.1133,0.1268,0.1091,0.1361,0.1231,0.1240,0.1106,0.1142
200.4660,0.0000,53.8200,26.5800,239.7110,0.8905,0.0686,0.1452,0.1047,0.1017,0.1066,0.1294,0.1148,0.1095,0.1012,0.1220,0.1154,0.1174,0.1068,0.1107
200.7740,0.0000,53.8200,26.5800,239.7110,0.8960,0.0744,0.1412,0.1067,0.1003,0.1083,0.1264,0.1172,0.1073,0.0999,0.1201,0.1136,0.1159,0.1066,0.1099
201.0840,0.0000,53.8200,26.5800,239.7110,0.8980,0.0785,0.1395,0.1096,0.1005,0.1105,0.1252,0.1194,0.1071,0.0996,0.1199,0.1129,0.1153,0.1067,0.1096
201.3920,0.0000,53.8200,26.5800,239.7303,0.8990,0.0813,0.1393,0.1129,0.1014,0.1129,0.1252,0.1216,0.1071,0.0995,0.1199,0.1123,0.1153,0.1070,0.1096
201.7000,0.0000,53.8200,26.5800,239.7645,0.8985,0.0835,0.1400,0.1157,0.1025,0.1154,0.1256,0.1238,0.1073,0.0995,0.1202,0.1120,0.1151,0.1070,0.1095
202.0080,0.0000,53.8200,26.5800,239.7987,0.8990,0.0852,0.1410,0.1186,0.1037,0.1173,0.1265,0.1259,0.1075,0.0995,0.1202,0.1119,0.1149,0.1074,0.1094
202.3170,0.0000,53.8200,26.5800,239.8165,0.8991,0.0867,0.1423,0.1212,0.1049,0.1191,0.1273,0.1276,0.1076,0.0995,0.1204,0.1115,0.1148,0.1071,0.1094
202.6260,0.0000,53.8200,26.5800,239.7992,0.8990,0.0880,0.1436,0.1232,0.1059,0.1210,0.1281,0.1292,0.1077,0.0995,0.1202,0.1112,0.1147,0.1074,0.1091
202.9340,0.0000,53.8200,26.5800,239.7819,0.8990,0.0893,0.1447,0.1250,0.1069,0.1224,0.1289,0.1307,0.1080,0.0994,0.1204,0.1109,0.1147,0.1074,0.1094
203.2440,0.0000,53.8200,26.5800,239.7711,0.8996,0.0902,0.1459,0.1265,0.1078,0.1237,0.1297,0.1320,0.1080,0.0994,0.1204,0.1108,0.1145,0.1075,0.1091
203.5530,0.0000,53.8200,26.5800,239.8323,0.8990,0.0914,0.1469,0.1281,0.1085,0.1250,0.1305,0.1331,0.1080,0.0994,0.1202,0.1105,0.1144,0.1075,0.1091
203.8630,0.0000,53.8200,26.5800,239.8937,0.8992,0.0925,0.1479,0.1292,0.1092,0.1261,0.1310,0.1341,0.1080,0.0994,0.1202,0.1105,0.1144,0.1075,0.1091
204.1720,0.0000,53.8200,26.5800,239.9549,0.9000,0.0931,0.1488,0.1304,0.1098,0.1272,0.1317,0.1350,0.1081,0.0992,0.1201,0.1104,0.1143,0.1075,0.1091
204.4820,0.0000,53.8200,26.5800,239.9648,0.8998,0.0938,0.1495,0.1314,0.1104,0.1279,0.1323,0.1356,0.1082,0.0991,0.1201,0.1102,0.1141,0.1075,0.1091
204.7920,0.0000,53.8200,26.5800,239.9657,0.8996,0.0399,0.1050,0.1732,0.1335,0.2155,0.2491,0.3678,0.0630,0.0714,0.1163,0.1988,0.4144,0.7302,0.8287
205.1000,0.0000,53.8200,26.5800,239.9666,0.2155,0.4795,1.3462,2.4318,1.7279,2.5055,2.8630,3.8594,4.4178,4.2903,5.6983,9.8240,12.8053,14.9797,19.1703
205.4100,0.0000,53.8200,26.5800,240.0146,0.2093,3.7446,9.0362,16.3056,9.6383,15.1319,16.9495,20.5841,36.1896,23.2235,39.5174,42.9840,48.1165,40.9597,54.1517
205.7190,0.0000,53.8200,26.5800,240.0912,0.2060,15.2785,30.8658,48.9595,22.1943,42.8332,45.9557,50.2568,56.7773,34.6010,61.9071,65.8307,64.4655,51.5801,64.3090
206.0290,0.0000,53.8200,26.5800,240.1681,0.2039,35.7839,56.2454,70.9577,27.5377,65.3611,72.2262,71.9810,63.5216,38.6764,70.9577,64.3359,69.0754,54.1730,68.9791
206.3390,0.0000,53.8200,26.5800,240.1775,0.2023,55.8533,71.9176,81.5100,30.1786,70.1076,75.5789,81.3453,61.0769,39.4196,66.0832,70.0370,65.9633,54.1730,68.3837
206.6470,0.0000,53.8200,26.5800,240.0820,0.2010,60.9443,75.6194,79.2369,30.6869,74.1951,83.9107,77.6744,55.6363,40.8079,67.0980,69.4325,64.9864,52.2052,66.2847
206.9560,0.0000,53.8200,26.5800,239.9862,0.2010,61.8035,77.6770,77.2091,30.0429,67.3691,71.6582,78.4332,58.8889,40.1911,64.1416,62.4980,59.2350,53.8044,68.3837
207.2650,0.0000,53.8200,26.5800,239.9431,0.2008,61.8035,69.6423,69.8255,28.8515,65.8970,68.1197,68.0064,54.0730,41.2168,61.9071,61.2250,56.9212,52.8453,67.3181
207.5730,0.0000,53.8200,26.5800,240.1929,0.2000,53.4898,63.5954,69.2228,28.0806,61.6794,62.9311,61.7820,54.4724,40.4067,67.6646,65.8307,53.7355,50.9695,63.8761
207.8820,0.0000,53.8200,26.5800,240.4435,0.2008,48.7046,50.6638,60.5772,26.7246,55.4192,57.2118,59.1825,59.2824,41.8263,62.7987,62.0947,53.0811,51.5801,66.2847
208.1890,0.0000,53.8200,26.5800,240.6925,0.2003,44.2356,53.7895,54.8161,25.3273,50.8849,53.4887,54.3932,52.6564,40.5881,63.2123,64.3359,52.1567,50.3730,66.2847
208.4990,0.0000,53.8200,26.5800,240.5072,0.2005,38.1549,51.2600,53.1675,25.3273,52.1043,49.0116,51.1767,54.8097,41.8263,60.1967,62.9890,49.7703,49.7900,63.3641
208.8080,0.0000,53.8200,26.5800,240.2776,0.2000,35.7839,44.9026,48.9595,23.8901,47.2584,48.6935,49.4202,57.5888,40.8079,62.3092,58.3260,49.7703,49.2201,65.8253
209.1180,0.0000,53.8200,26.5800,240.0473,0.2000,32.3820,41.0648,47.8748,24.3015,45.2816,47.5609,47.4909,54.0730,40.4067,57.7289,62.0947,50.0306,47.2986,64.3090
209.4280,0.0000,53.8200,26.5800,239.9591,0.2000,29.8781,36.0852,43.7254,22.9719,44.6023,45.7217,45.9702,55.6363,40.5881,60.1967,56.8068,49.2068,47.5846,64.8363
209.7370,0.0000,53.8200,26.5800,239.9387,0.2000,27.4611,31.0916,43.7254,23.4223,43.2625,44.4533,45.0083,53.7445,40.0132,57.3826,60.7607,48.3602,46.0523,62.4461
210.0470,0.0000,53.8200,26.5800,239.9183,0.2000,24.3475,25.4652,39.1560,22.3967,41.3760,42.1526,44.0850,54.8097,40.4067,58.9374,55.6851,46.7956,47.2986,66.2847
210.3550,0.0000,53.8200,26.5800,239.9260,0.2000,20.6468,20.0968,37.1162,22.9719,42.4121,41.7201,42.7675,53.0355,39.8017,58.9374,59.1160,46.5671,45.3001,62.0375
